Part Number|Description|Dep|PLN|Plant Mat Stat|Line|Unit/Bag|Unit/Box|UOM|Box Wgt Std|Stor.Conditions
7297871930|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9435.000|
7297871830|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297871730|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7298908540|Connector 8p APEX+RH Light Gray|E|Z1|40|E3C07001|504.000|504.000|EA|9626.400|
7298908430|8P 2P X APEX 6.3MM 6P X RH 0.64MM SE|E|Z1|35|E3C07001|504.000|504.000|EA|9555.840|
7298908330|Connector 6p 025+250 Black|E|Z1|40|E3C07001|504.000|504.000|EA|9555.840|
7298908230|Connector 8p 025+APEX Black|E|Z1|40|E3C07001|504.000|504.000|EA|10584.000|
7298905130|Connector 8p APEX+RH Black|E|Z1|40|E3C07001|504.000|504.000|EA|9525.600|
7298882630|Connector 5p 047 (1.2) Black|E|Z1|40|E3C10033|1080.000|1080.000|EA|7387.200|
7298869130|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298869030|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298868930|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|9060.000|
7298868730|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298868630|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298294930|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298294830|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298294730|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298294630|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298294130|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|9060.000|
7298294030|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298293430|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298293230|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|9060.000|
7298293030|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|9000.000|
7298292930|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298292230|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|135.000|
7298816030|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298815930|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298815830|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298815330|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|9060.000|
7298814730|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298814630|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298814530|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298814330|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298813830|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298813730|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298813630|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7297619330|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297619230|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297619130|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297619030|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297618930|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9435.000|
7297618830|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|150.000|
7297618530|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297618330|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297617830|CONECTOR|E|Z1|40|E3C07003|150.000|150.000|EA|9165.000|
7297616630|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297616430|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|150.000|
7298750130|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|9000.000|
7298750030|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|150.000|
7298749930|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|9000.000|
7298749830|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298749630|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298749530|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298749430|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298749330|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298749230|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|9000.000|
7298749130|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|9000.000|
7298749030|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|9000.000|
7298157930|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298157830|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298157730|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298157630|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298157530|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298157430|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|135.000|
7298157330|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298157230|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298157130|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298157030|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298156930|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7297614130|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297614030|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9435.000|
7297613330|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9165.000|
7297584640|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297584540|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9435.000|
7297584440|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297584340|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297584240|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9435.000|
7297584040|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297583940|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297583840|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7298710430|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298710230|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|150.000|
7298710130|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|150.000|
7298710030|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|150.000|
7298709930|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|150.000|
7298709830|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|150.000|
7298709730|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|150.000|
7298709630|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298709530|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|150.000|
7298709430|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|150.000|
7298709330|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|9000.000|
7298155730|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298155630|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298154130|Connector 4p MCON+YESC Black|E|Z2|90||1000.000|0.000|EA|0.000|
7298144430|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298144330|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298143630|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298142730|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298142630|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298142530|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298138230|Connector 1p 312 Black|E|Z1|40|E3C05001|128.000|128.000|EA|3942.400|
7298112930|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298748930|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|9000.000|
7298748830|CONECTOR|E|Z1|40|E3C12014|150.000|150.000|EA|9000.000|
7298748730|CONECTOR|E|Z1|40|E3C12014|150.000|150.000|EA|9000.000|
7298748630|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|9000.000|
7298748330|CONECTOR|E|Z1|40|E3C12014|150.000|150.000|EA|9000.000|
7298711230|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298711130|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298710930|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298710830|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298710730|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298710530|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298292130|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298292030|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298251730|Connector 8p Generation Y Black|E|Z1|40|E3C12007|1000.000|1080.000|EA|9612.000|
7298251630|Connector 8p Generation Y Black|E|Z1|40|E3C12007|1000.000|1080.000|EA|9612.000|
7298251530|Connector 8p Generation Y Black|E|Z1|40|E3C12007|1000.000|1080.000|EA|9612.000|
7298251430|Connector 8p Generation Y Black|E|Z1|40|E3C12007|1000.000|1080.000|EA|9612.000|
7298241830|Connector 1p SP Black|E|Z1|40|E3C12001|1000.000|648.000|EA|6376.320|
7298221830|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298221730|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298221630|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7298221530|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7297513330|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297513030|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297512230|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9435.000|
7297488730|Connector 8p RH Black|E|Z1|40|E3C02001|1000.000|1080.000|EA|3661.200|
7297478740|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297478640|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297478540|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297478440|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297478340|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297478240|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297465110|6P YESC 1.5MM SEALED MALE TRANSMISSION B|E|Z1|40|E3C07001|144.000|144.000|EA|3398.400|
7278114230|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7278114030|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7278113930|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7278113630|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7278113530|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7278076130|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7278076030|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7278075430|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C12014|150.000|150.000|EA|8901.000|
7277117630|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|135.000|
7277117530|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9150.000|
7277117230|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|135.000|
S7174042730|Routing Cover Black|E|Z2|40|F0411043|1000.000|100.000|EA|500.000|WE
S7174028430|Routing Cover Black|E|Z2|40|F0605001|1000.000|50.000|EA|550.000|WE
S7174028330|34P 27x1.5mm+6x2.8+1x6.3mm Yesc Hybrid S|E|Z2|40|G0205001|1000.000|50.000|EA|700.000|WE
S7174022330|Delete Cap|E|Z2|40|F0204006|1000.000|250.000|EA|2787.500|WE
S7173541930|48P (3XYPT 9.5MM+3XMCP 6.3MM+30XMCP 2.8M|E|Z2|40|G0205001|1000.000|300.000|EA|1005.000|WE
S7173453440|Cavity Seal / Blind Plug Light Gray|E|Z2|40|F0101506|1000.000|2000.000|EA|4000.000|WE
S7173039650|CPA|E|Z2|40|F0605009|1000.000|7776.000|EA|15552.000|WE
S7172187730|48P WIRE SHIELD (3XYPT 9.5MM + 3X MCP 6.|E|Z2|40|F0311033|1000.000|76.000|EA|1117.200|WE
S7172187530|48P WIRE SHIELD (3XYPT 9.5MM + 3X MCP 6.|E|Z2|40|F0311033|1000.000|76.000|EA|1127.840|WE
S7172179930|Hybrid Unsealed Wire Shield Down Side|E|Z2|40|F0311054|1000.000|76.000|EA|1132.400|WE
S7172179830|Rear Spacer Holder|E|Z2|40|F0311033|1000.000|76.000|EA|1112.640|WE
S0071232880|Connector 8p 250 Natural|E|Z2|40|G0201015|1000.000|325.000|EA|1755.000|WE
S0071232865|Connector 6p 250 Natural|E|Z2|40|F0411043|1000.000|750.000|EA|2707.500|WE
S0071232860|Connector 6p 250 Natural|E|Z2|40|G0104023|1000.000|750.000|EA|3210.000|WE
S0071232845|Connector 4p 250 Natural|E|Z2|40|F0101507|1000.000|1100.000|EA|2794.000|WE
S0071232840|Connector 4p 250 Natural|E|Z2|40|G0201015|1000.000|1250.000|EA|3837.500|WE
S0071232835|Connector 3p 250 Natural|E|Z2|40|G0205001|1000.000|1400.000|EA|3710.000|WE
S0071232825|Connector 2p 250 Natural|E|Z2|40|F0101025|1000.000|1750.000|EA|2817.500|WE
S0071232820|Connector 2p 250 Natural|E|Z2|40|G0104023|1000.000|1500.000|EA|2880.000|WE
S0071232815|Connector 1p 250 Natural|E|Z2|40|G0205001|1000.000|2500.000|EA|2625.000|WE
S0071232813|Connector 1p 250 Natural|E|Z2|40|F0101028|1000.000|1250.000|EA|1825.000|WE
S0071232511|Connector 1p 250 Natural|E|Z2|40|G0104023|1000.000|1000.000|EA|900.000|WE
7297205140|2P 6.3 YESC KAIZEN UNSEALED MALE CONNECT|E|Z1|20||1000.000|800.000|EA|9696.000|
7297103030|Connector 8p RH Black|E|Z1|20||1000.000|1080.000|EA|3661.200|
7297101630|40P 2X6 3MM + 10X2 8MM + 28X1 2MM SEALED|E|Z1|20||150.000|150.000|EA|6990.000|
7297101530|40P 2X6 3MM + 10X2 8MM + 28X1 2MM SEALED|E|Z1|20||150.000|150.000|EA|6990.000|
7297101430|40P 2X6 3MM + 10X2 8MM + 28X1 2MM SEALED|E|Z1|20||150.000|150.000|EA|6990.000|
7297020940|1DP 4P WP M CONNECTOR SUB-ASSEMBLY CODE|E|Z1|20||1000.000|0.000|EA|0.000|
7297020880|1DP 4P WP M CONNECTOR SUB-ASSEMBLY CODE|E|Z1|20||1000.000|0.000|EA|0.000|
7297020760|1DP 4P WP M CONNECTOR SUB-ASSEMBLY CODE|E|Z1|20||1000.000|0.000|EA|0.000|
7297020620|1DP 4P WP M CONNECTOR SUB-ASSEMBLY CODE|E|Z1|20||1000.000|0.000|EA|0.000|
7297020590|1DP 4P WP M CONNECTOR SUB-ASSEMBLY CODE|E|Z1|20||1000.000|0.000|EA|0.000|
7297020330|1DP 4P WP M CONNECTOR SUB-ASSEMBLY CODE|E|Z1|20||1000.000|0.000|EA|0.000|
7283509410|Connector 2p 090 II Dark Gray|E|Z1|20|E3C01002|2520.000|2520.000|EA|10306.800|
7283497890|Connector 12p YESC Blue|E|Z1|20|E3C01001|150.000|150.000|EA|4605.000|
7283497680|Connector 12p YESC Kaizen Brown|E|Z1|20|E3C01001|150.000|150.000|EA|4740.000|
7283497460|Connector 22p 110+250 Green|E|Z1|20|E3C01001|150.000|150.000|EA|6210.000|
7283497230|Connector 22p 110+250 Black|E|Z1|20|E3C01001|150.000|150.000|EA|6210.000|
7283497040|Connector 22p 110+250 Light Gray|E|Z1|20|E3C01001|150.000|150.000|EA|6210.000|
7283484830|88956522 SVC GMG-SERVICE End Item Comp|E|Z1|20|E3C05001|1000.000|270.000|EA|6790.500|
7283484730|Connector 68p YESC Black|E|Z1|20|E3C04001|128.000|128.000|EA|9612.800|
7283484630|Connector 36p YESC Black|E|Z1|20|E3C04001|144.000|144.000|EA|8035.200|
7283457840|Connector 22p 025 II Light Gray|E|Z1|20|E2C14001|1000.000|960.000|EA|3360.000|BD
7283457740|Connector 10p 025 II Light Gray|E|Z1|20||1000.000|2160.000|EA|4125.600|
7182562740|Connector 14p 060+110 Light Gray|E|Z1|20||1000.000|500.000|EA|3595.000|
7182553140|1.5 SYSTEM CONNECTOR 4P MALE HOUSING TYP|E|Z1|20|E1C11001|1000.000|1000.000|EA|6340.000|
7174299430|1DP 2P WP M COVER|E|Z1|20||1000.000|0.000|EA|0.000|
7174297130|RETAINER CAP|E|Z1|20||1000.000|150.000|EA|816.450|
7174279230|CUBIERTA DE PLASTICO|E|Z2|20||120.000|150.000|EA|2839.500|01
7174275030|Routing Cover Black|E|Z2|20||100.000|150.000|EA|2250.000|01
7174233930|2P 9.5MM YPT SYSTEM UNSEALED FEMALE CONN|E|Z2|20||2000.000|150.000|EA|430.500|01
7174221930|2P 9.5MM YPT UNSEALED FEMALE CONNECTOR D|E|Z2|20||1000.000|150.000|EA|846.000|01
7174221730|12P 2.8 YESC KAIZEN UNSEALED FEMALE CONN|E|Z2|20||1000.000|150.000|EA|264.000|01
7174221430|49P 30P 1.5 + 18P 2.8 + 1P 6.3 YESC UNSE|E|Z2|20||200.000|75.000|EA|1138.500|01
7174042630|Routing Cover Black|E|Z1|20||100.000|100.000|EA|450.000|
72827087|Connector 8p 090 II Natural|E|Z1|20|E3C01002|1000.000|1000.000|EA|9260.000|
72827015|Connector 1p 090 II Natural|E|Z1|20|E3C01002|1000.000|1600.000|EA|3680.000|
72827014|Connector 1p 090 II Natural|E|Z1|20|E3C01002|1000.000|2000.000|EA|3640.000|
72826443|Connector 2p 060 Natural|E|Z1|20||1000.000|1500.000|EA|8250.000|
72826164|Connector 2p 090 Natural|E|Z1|20|E3C01002|1000.000|1200.000|EA|3912.000|
72826161|Connector 2p 090 II Natural|E|Z1|20|E3C01002|1000.000|1000.000|EA|12000.000|
72826131|Connector 18p 040 III+090 II Natural|E|Z1|20|E3C01002|1000.000|240.000|EA|2642.400|
72822722|Connector 22p 090 II Natural|E|Z1|20|E3C01002|400.000|400.000|EA|7852.000|
72822010|2.3-2 1P CONNECTOR SUB-ASSEMBLY MALE, 2.|E|Z1|20|E3C01002|1000.000|1500.000|EA|4425.000|
72821668|Connector 6p 090 II Natural|E|Z1|20|E3C01002|1000.000|1200.000|EA|7080.000|
72821612|090-2 11P CONNECTOR SUB-ASSEMBLY MALE, P|E|Z1|20|E3C01002|1000.000|600.000|EA|5844.000|
71227860|Connector 6p 060 Natural|E|Z1|20|E1C11001|1000.000|1600.000|EA|6544.000|
71227820|Connector 2p 060 C Natural|E|Z1|20|E1C11001|1000.000|3500.000|EA|7350.000|
71227721|Connector 2p 090 Natural|E|Z1|20|E1C11001|1000.000|5000.000|EA|6000.000|
71221700|Connector 10p 110 S Natural|E|Z1|20|E1C11001|1000.000|400.000|EA|3600.000|
71221660|Connector 6p 110 S Natural|E|Z1|20|E1C11001|1000.000|1200.000|EA|6876.000|
71221413|Connector 21p 070 family+PA Natural|E|Z1|20|E1C11001|1000.000|400.000|EA|6708.000|
71221347|Connector 4p 090 Natural|E|Z1|20|E1C11001|1000.000|3500.000|EA|7070.000|
71221330|Connector 13p 090 Natural|E|Z1|20|E1C11001|1000.000|1000.000|EA|5360.000|
71221210|Connector 12p 090 Natural|E|Z1|20|E1C11001|1000.000|1000.000|EA|5400.000|BD
71199026|Connector 2p unknown Light Gray|E|Z1|20|E1C11001|1000.000|4500.000|EA|7650.000|
71199020|CONNECTOR, HOUSING HOUSINGZ|E|Z1|20|E1C11001|1000.000|3900.000|EA|7098.000|
S854700833203|PB PBT CE 401AC EF3001 BLACK|E|Z2|40|ME200101|1000.000|102.000|KG|102102.000|
S854340131048|NY N66 ZYTEL 70G35HSL NC010 RE|E|Z2|40|ME200101|1000.000|102.000|KG|102102.000|
S854301291059|PF SHINITE D201G15NA DE8009 GR|E|Z2|40|ME200101|1000.000|102.000|KG|102102.000|
S854301251086|NY ZY 70G35EF NC010 RED|E|Z2|40|ME200101|1000.000|102.000|KG|102102.000|
S7182553140|1.5 SYSTEM CONNECTOR 4P MALE HOUSING TYP|E|Z2|20||36.000|1000.000|EA|5730.000|WE
S7174042630|Routing Cover Black|E|Z2|20||36.000|100.000|EA|600.000|WE
S7172185850P|CPA|E|Z2|20||1000.000|3200.000|EA|3200.000|01
S7172108150|CPA|E|Z2|05||36.000|4000.000|EA|8000.000|WE
S7158984830|8G1T-14A594-AA SVC FBU-SERVICE Delete C|E|Z2|20||36.000|1000.000|EA|2380.000|WE
S7158984130|Cover Assembly|E|Z2|20||36.000|360.000|EA|3240.000|WE
S7158709230|ABS CONNECTOR 30P WIRE ROUTING SHIELD, W|E|Z2|20||36.000|125.000|EA|1062.500|WE
S7158689050E|CPA|E|Z2|20||36.000|5760.000|EA|1958.400|01
S7158689050|CPA|E|Z2|20||36.000|1440.000|EA|489.600|WE
S7158597130E|YESC KAIZEN 1.5 SYSTEM CONNECT|E|Z2|20||1000.000|2250.000|EA|2250.000|01
S7157773960|Front Spacer Holder|E|Z2|20||1000.000|1000.000|EA|1000.000|WE
S071576245E|Rear Spacer Holder|E|Z2|20||36.000|3000.000|EA|3300.000|01
S071189045E|Connector 4p unknown Light Gray|E|Z2|20||36.000|1000.000|EA|5590.000|01
S070479171E|Connector Clip|E|Z2|20||36.000|3000.000|EA|6540.000|01
S0071850463|Rear Spacer Holder|E|Z2|20||36.000|500.000|EA|360.000|WE
S0071843201|Clamp|E|Z2|20||36.000|43.000|EA|3440.000|WE
S0071843200|Clamp|E|Z2|20||36.000|22.000|EA|1740.200|WE
S0071842596|Routing Cover Black|E|Z2|20||36.000|120.000|EA|2642.400|WE
S0071842595|Routing cover|E|Z2|20||36.000|80.000|EA|3060.000|WE
S0071842563|Routing Cover Natural|E|Z2|20||36.000|25.000|EA|325.000|WE
S0071842562|Channel|E|Z2|20||36.000|50.000|EA|1430.000|WE
S0071842561|Channel|E|Z2|20||36.000|40.000|EA|1880.000|WE
S854340091054|PF PBT CRA HR5330HF NC010 BLUE|E|Z2|40|ME200101|1000.000|104.000|KG|104104.000|
S854301291070|PF SHINITE D201G15NA DE8009 GR|E|Z2|40|ME200101|1000.000|104.000|KG|104104.000|
S854301291051|PF SHINITE D201G15NA DE8009 YE|E|Z2|40|ME200101|1000.000|104.000|KG|104104.000|
S854301251065|NY ZY 70G35EF NC010 BLACK|E|Z2|40|ME200101|1000.000|104.000|KG|104104.000|
